view_id,user_id,movie_id,watch_timestamp,duration_watched
v_289,u_0524,m_257,2023-01-01 08:10:03,82
v_290,u_0789,m_081,2023-01-01 16:06:53,44
v_291,u_0850,m_145,2023-01-01 12:09:52,71
v_292,u_0684,m_069,2023-01-01 11:35:23,47
v_293,u_0251,m_034,2023-01-01 09:08:42,70
v_294,u_0754,m_169,2023-01-01 12:39:15,2
v_295,u_0934,m_294,2023-01-01 00:01:43,36
v_296,u_0039,m_084,2023-01-01 23:15:00,52
v_297,u_0752,m_218,2023-01-01 17:03:34,22
v_298,u_0312,m_342,2023-01-01 08:24:28,21
v_299,u_0640,m_145,2023-01-01 16:44:33,8
v_300,u_0565,m_159,2023-01-01 12:46:25,18
v_301,u_0478,m_313,2023-01-01 00:32:03,78
v_302,u_0102,m_179,2023-01-01 22:08:29,14
v_303,u_0141,m_377,2023-01-01 16:33:36,68
v_304,u_0787,m_311,2023-01-01 07:24:51,88
v_305,u_0429,m_190,2023-01-01 16:56:29,67
v_306,u_0518,m_123,2023-01-01 22:01:59,62
v_307,u_0535,m_159,2023-01-01 08:35:01,100
v_308,u_0911,m_195,2023-01-01 12:39:54,46
v_309,u_0929,m_357,2023-01-01 09:36:08,120
v_310,u_0137,m_499,2023-01-01 10:24:26,28
v_311,u_0217,m_239,2023-01-01 04:46:24,86
v_312,u_0128,m_207,2023-01-01 02:33:31,34
v_313,u_0547,m_096,2023-01-01 21:52:00,88
v_314,u_0591,m_147,2023-01-01 20:33:56,27
v_315,u_0885,m_018,2023-01-01 09:22:29,11
v_316,u_0410,m_338,2023-01-01 04:50:34,28
v_317,u_0064,m_441,2023-01-01 08:33:48,35
v_318,u_0797,m_266,2023-01-01 17:15:00,78
v_319,u_0730,m_229,2023-01-01 19:56:07,19
v_320,u_0467,m_133,2023-01-01 18:01:09,87
v_321,u_0610,m_177,2023-01-01 23:11:43,25
v_322,u_0217,m_015,2023-01-01 13:32:00,51
v_323,u_0407,m_238,2023-01-01 20:53:05,66
v_324,u_0259,m_373,2023-01-01 23:48:37,51
v_325,u_0020,m_270,2023-01-01 01:12:53,64
v_326,u_0960,m_097,2023-01-01 14:41:27,95
v_327,u_0065,m_006,2023-01-01 06:01:04,77
v_328,u_0010,m_256,2023-01-01 16:21:04,101
v_329,u_0873,m_162,2023-01-01 23:18:30,22
v_330,u_0271,m_263,2023-01-01 22:51:39,36
v_331,u_0814,m_282,2023-01-01 19:01:48,24
v_332,u_0129,m_141,2023-01-01 12:27:10,75
v_333,u_0930,m_195,2023-01-01 08:20:30,57
v_334,u_0673,m_170,2023-01-01 19:22:08,108
v_335,u_0357,m_045,2023-01-01 16:26:12,19
v_336,u_0243,m_265,2023-01-01 07:52:05,112
v_337,u_0724,m_396,2023-01-01 19:55:13,104
v_338,u_0263,m_040,2023-01-01 11:17:46,106
v_339,u_0057,m_212,2023-01-01 10:35:08,109
v_340,u_0725,m_361,2023-01-01 07:07:09,6
v_341,u_0310,m_245,2023-01-01 23:28:09,38
v_342,u_0951,m_218,2023-01-01 11:25:50,93
v_343,u_0030,m_106,2023-01-01 17:54:51,89
v_344,u_0784,m_263,2023-01-01 08:50:43,73
v_345,u_0642,m_396,2023-01-01 10:52:13,11
v_346,u_0504,m_314,2023-01-01 07:43:05,16
v_347,u_0630,m_140,2023-01-01 12:37:37,62
v_348,u_0286,m_048,2023-01-01 19:38:54,14
v_349,u_0966,m_418,2023-01-01 12:12:53,10
v_350,u_0305,m_064,2023-01-01 04:34:57,33
v_351,u_0448,m_264,2023-01-01 02:35:34,37
v_352,u_0019,m_293,2023-01-01 21:53:17,60
v_353,u_0430,m_335,2023-01-01 23:05:55,2
v_354,u_0500,m_412,2023-01-01 08:01:20,67
v_355,u_0566,m_046,2023-01-01 14:55:21,34
v_356,u_0604,m_050,2023-01-01 19:19:17,34
v_357,u_0631,m_032,2023-01-01 19:56:38,95
v_358,u_0639,m_425,2023-01-01 13:18:25,49
v_359,u_0888,m_307,2023-01-01 15:00:23,72
v_360,u_0522,m_304,2023-01-01 22:26:47,40
v_361,u_0901,m_069,2023-01-01 06:34:33,87
v_362,u_0223,m_222,2023-01-01 23:56:58,51
v_363,u_0327,m_422,2023-01-01 02:01:53,95
v_364,u_0443,m_069,2023-01-01 10:30:08,42
v_365,u_0994,m_217,2023-01-01 15:58:51,91
v_366,u_0120,m_242,2023-01-01 19:12:36,112
v_367,u_0662,m_102,2023-01-01 09:20:38,44
v_368,u_0440,m_226,2023-01-01 06:51:36,57
v_369,u_0324,m_272,2023-01-01 23:07:14,82
v_370,u_0089,m_121,2023-01-01 05:31:37,105
v_371,u_0812,m_278,2023-01-01 14:40:45,43
v_372,u_0203,m_177,2023-01-01 03:12:49,33
v_373,u_0948,m_218,2023-01-01 01:32:06,22
v_374,u_0547,m_136,2023-01-01 21:19:51,97
v_375,u_0371,m_416,2023-01-01 04:56:54,12
v_376,u_0198,m_072,2023-01-01 23:26:03,38
v_377,u_0799,m_256,2023-01-01 16:42:09,24
v_378,u_0625,m_294,2023-01-01 06:51:56,8
v_379,u_0836,m_276,2023-01-01 00:39:19,48
v_380,u_0864,m_314,2023-01-01 14:18:18,14
v_381,u_0638,m_293,2023-01-01 20:40:28,74
v_382,u_0115,m_323,2023-01-01 10:02:12,67
v_383,u_0049,m_008,2023-01-01 18:46:57,99
v_384,u_0333,m_103,2023-01-01 10:02:34,71
v_385,u_0483,m_148,2023-01-01 00:05:44,17
v_386,u_0636,m_402,2023-01-01 17:13:35,77
v_387,u_0894,m_044,2023-01-01 15:17:49,110
v_388,u_0536,m_454,2023-01-01 17:31:51,16
v_389,u_0813,m_377,2023-01-01 08:14:37,45
v_390,u_0909,m_049,2023-01-01 18:24:25,64
v_391,u_0979,m_230,2023-01-01 09:55:39,85
v_392,u_0284,m_198,2023-01-01 11:39:53,69
v_393,u_0775,m_276,2023-01-01 12:41:56,4
v_394,u_0175,m_119,2023-01-01 01:28:27,18
v_395,u_0040,m_073,2023-01-01 15:19:44,8
v_396,u_0198,m_394,2023-01-01 18:06:25,113
v_397,u_0951,m_223,2023-01-01 11:48:14,53
v_398,u_0844,m_113,2023-01-01 07:02:54,64
v_399,u_0257,m_347,2023-01-01 11:45:25,5
v_400,u_0773,m_378,2023-01-01 01:03:41,73
v_401,u_0466,m_024,2023-01-01 05:54:24,76
v_402,u_0323,m_114,2023-01-01 09:11:38,51
v_403,u_0681,m_258,2023-01-01 19:11:27,114
v_404,u_0974,m_340,2023-01-01 05:00:45,40
v_405,u_0437,m_012,2023-01-01 23:20:50,7
v_406,u_0677,m_292,2023-01-01 11:28:33,59
v_407,u_0783,m_441,2023-01-01 12:47:37,79
v_408,u_0936,m_264,2023-01-01 21:16:34,23
v_409,u_0177,m_217,2023-01-01 02:32:12,100
v_410,u_0099,m_240,2023-01-01 23:05:54,103
v_411,u_0588,m_170,2023-01-01 04:46:40,82
v_412,u_0270,m_359,2023-01-01 19:29:26,24
v_413,u_0407,m_359,2023-01-01 15:08:52,62
v_414,u_0653,m_094,2023-01-01 01:36:02,28
v_415,u_0809,m_173,2023-01-01 09:40:31,22
v_416,u_0395,m_280,2023-01-01 14:39:27,35
v_417,u_0299,m_306,2023-01-01 09:32:41,24
v_418,u_0685,m_449,2023-01-01 01:45:24,113
v_419,u_0330,m_149,2023-01-01 20:39:41,85
v_420,u_0483,m_470,2023-01-01 00:55:13,7
v_421,u_0853,m_140,2023-01-01 02:00:03,95
v_422,u_0640,m_097,2023-01-01 15:03:34,82
v_423,u_0265,m_056,2023-01-01 06:08:02,104
v_424,u_0520,m_377,2023-01-01 21:25:13,116
v_425,u_0269,m_159,2023-01-01 11:18:56,64
v_426,u_0630,m_298,2023-01-01 12:47:18,56
v_427,u_0441,m_484,2023-01-01 15:57:56,34
v_428,u_0688,m_191,2023-01-01 00:25:25,55
v_429,u_0033,m_304,2023-01-01 04:05:59,13
v_430,u_0968,m_493,2023-01-01 08:53:53,44
v_431,u_0484,m_338,2023-01-01 06:48:24,75
v_432,u_0761,m_390,2023-01-01 18:10:22,47
v_433,u_0605,m_414,2023-01-01 02:04:36,102
v_434,u_0286,m_041,2023-01-01 13:24:03,65
v_435,u_0111,m_235,2023-01-01 05:44:36,110
v_436,u_0856,m_172,2023-01-01 06:39:41,46
v_437,u_0910,m_358,2023-01-01 00:59:41,7
v_438,u_0126,m_196,2023-01-01 00:40:36,40
v_439,u_0637,m_387,2023-01-01 04:51:47,116
v_440,u_0206,m_143,2023-01-01 18:33:25,108
v_441,u_0242,m_344,2023-01-01 05:39:22,101
v_442,u_0154,m_366,2023-01-01 09:44:30,40
v_443,u_0011,m_189,2023-01-01 13:06:26,73
v_444,u_0012,m_346,2023-01-01 16:27:56,110
v_445,u_0543,m_247,2023-01-01 11:40:43,19
v_446,u_0104,m_239,2023-01-01 02:06:08,78
v_447,u_0135,m_270,2023-01-01 00:56:59,49
v_448,u_0196,m_375,2023-01-01 09:24:48,50
v_449,u_0361,m_186,2023-01-01 21:06:29,14
v_450,u_0735,m_338,2023-01-01 13:22:53,20
v_451,u_0095,m_264,2023-01-01 07:00:53,100
v_452,u_0251,m_235,2023-01-01 23:24:19,57
v_453,u_0667,m_375,2023-01-01 07:03:33,1
v_454,u_0241,m_156,2023-01-01 09:29:40,32
v_455,u_0066,m_005,2023-01-01 08:27:56,106
v_456,u_0294,m_128,2023-01-01 11:48:51,116
v_457,u_0774,m_391,2023-01-01 04:56:58,94
v_458,u_0374,m_251,2023-01-01 18:53:41,33
v_459,u_0434,m_316,2023-01-01 09:24:17,56
v_460,u_0821,m_134,2023-01-01 13:21:47,89
v_461,u_0493,m_499,2023-01-01 13:21:21,18
v_462,u_0570,m_335,2023-01-01 15:07:15,23
v_463,u_0435,m_486,2023-01-01 13:09:00,60
v_464,u_0206,m_291,2023-01-01 20:04:58,52
v_465,u_0952,m_004,2023-01-01 04:59:04,16
v_466,u_0370,m_354,2023-01-01 21:52:49,34
v_467,u_0623,m_161,2023-01-01 06:26:50,119
v_468,u_0984,m_115,2023-01-01 03:54:22,2
v_469,u_0450,m_163,2023-01-01 20:48:04,30
v_470,u_0929,m_144,2023-01-01 05:15:23,4
v_471,u_0924,m_108,2023-01-01 05:50:36,64
v_472,u_0170,m_341,2023-01-01 08:05:28,112
v_473,u_0858,m_265,2023-01-01 00:06:55,97
v_474,u_0868,m_229,2023-01-01 15:14:00,93
v_475,u_0483,m_060,2023-01-01 04:47:10,67
v_476,u_0814,m_315,2023-01-01 15:35:14,17
v_477,u_0292,m_322,2023-01-01 17:05:18,29
v_478,u_0094,m_034,2023-01-01 21:59:43,105
v_479,u_0454,m_470,2023-01-01 21:22:19,63
v_480,u_0679,m_361,2023-01-01 13:08:34,94
v_481,u_0867,m_195,2023-01-01 22:35:13,73
v_482,u_0338,m_093,2023-01-01 13:51:41,109
v_483,u_0247,m_261,2023-01-01 22:09:14,120
v_484,u_0535,m_313,2023-01-01 00:52:43,97
v_485,u_0211,m_216,2023-01-01 19:36:35,20
v_486,u_0835,m_451,2023-01-01 19:46:14,38
v_487,u_0043,m_144,2023-01-01 05:45:21,47
v_488,u_0158,m_181,2023-01-01 09:37:57,58
v_489,u_0279,m_330,2023-01-01 21:06:06,39
v_490,u_0120,m_266,2023-01-01 06:28:42,105
v_491,u_0541,m_194,2023-01-01 22:10:49,49
v_492,u_0425,m_464,2023-01-01 09:41:17,11
v_493,u_0323,m_065,2023-01-01 06:51:52,76
v_494,u_0712,m_074,2023-01-01 11:17:13,37
v_495,u_0235,m_050,2023-01-01 12:32:18,116
v_496,u_0387,m_192,2023-01-01 16:25:12,104
v_497,u_0608,m_068,2023-01-01 08:57:15,111
v_498,u_0211,m_498,2023-01-01 02:58:41,110
